METHOD,PARAMS,TIME,CI,CI_CENS,IBS,IAUC,CRIT,CI_mean,CI_CENS_mean,IBS_mean,IAUC_mean,table_path
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",123.1848297119141,"[0.70760234, 0.67259684, 0.68656716, 0.51117647, 0.63458713]","[0.83669355, 0.82243517, 0.81451104, 0.69414576, 0.76966292]","[0.50211325, 0.12852925, 0.10278153, 0.1786718, 0.15429352]","[0.50511381, 0.40264905, 0.46194903, 0.39298946, 0.82570639]",weights,0.6425059893135883,0.7874896888306198,0.2132778731023731,0.5176815472696943,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",144.1703536510468,"[0.68684211, 0.66370158, 0.65700344, 0.54617647, 0.62959154]","[0.80141129, 0.82187148, 0.79810726, 0.73357228, 0.77247191]","[0.51898874, 0.12367753, 0.11123884, 0.1517084, 0.16232324]","[0.45700455, 0.39395071, 0.44115408, 0.43292733, 0.81985465]",weights,0.6366630270479494,0.7854868429606423,0.2135873489500667,0.5089782637936373,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",73.38988542556763,"[0.72222222, 0.62840746, 0.70895522, 0.53647059, 0.65956509]","[0.84979839, 0.76775648, 0.83533123, 0.73835125, 0.77022472]","[0.54410853, 0.1353586, 0.09946779, 0.13814471, 0.14625507]","[0.59018829, 0.44659878, 0.6054383, 0.58005389, 0.87243344]",weights,0.6511241169020214,0.7922924146974925,0.2126669411746978,0.6189425399287142,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",88.85904479026794,"[0.71666667, 0.68120516, 0.68140069, 0.54558824, 0.63781957]","[0.84274194, 0.80045096, 0.81451104, 0.7437276, 0.78595506]","[0.58221469, 0.11843549, 0.1054849, 0.13389383, 0.15702314]","[0.54180984, 0.48103545, 0.61332055, 0.58838038, 0.85715485]",weights,0.652536065356756,0.7974773179051553,0.2194104089912377,0.6163402144457736,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",74.82790279388428,"[0.72309942, 0.64505022, 0.69402985, 0.53205882, 0.64310902]","[0.84929435, 0.76775648, 0.81766562, 0.72102748, 0.77640449]","[0.60079682, 0.13103179, 0.10100009, 0.14171559, 0.14242167]","[0.59127202, 0.67039035, 0.65955636, 0.54408867, 0.85599765]",weights,0.6474694652280107,0.78642968519601,0.2233931926479975,0.6642610105221768,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",90.5291199684143,"[0.71783626, 0.67804878, 0.673938, 0.575, 0.62209815]","[0.84627016, 0.79537768, 0.79305994, 0.78494624, 0.72247191]","[0.58641722, 0.12516175, 0.11117744, 0.13551492, 0.16258131]","[0.56812237, 0.40837299, 0.64102227, 0.51508753, 0.84282689]",weights,0.6533842377572576,0.7884251844870329,0.2241705268902756,0.5950864098144377,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",135.1518499851227,"[0.71315789, 0.6579627, 0.69029851, 0.52529412, 0.61548634]","[0.84929435, 0.76719278, 0.80757098, 0.7078853, 0.74634831]","[0.49228358, 0.14183091, 0.10917437, 0.14550188, 0.14246532]","[0.8734064, 0.58524184, 0.67368851, 0.74562492, 0.84997667]",weights,0.6404399105413733,0.7756583473380697,0.2062512095643459,0.7455876670133306,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",158.8833854198456,"[0.70116959, 0.66456241, 0.68857635, 0.54235294, 0.63884808]","[0.83618952, 0.79537768, 0.8214511, 0.71684588, 0.76235955]","[0.55375253, 0.13202894, 0.10604087, 0.1429811, 0.15250131]","[0.83212058, 0.66987177, 0.68704797, 0.77808465, 0.84154067]",weights,0.6471018732803164,0.7864447452985605,0.2174609478274353,0.7617331291044359,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",139.9114968776703,"[0.70760234, 0.67259684, 0.68656716, 0.51117647, 0.63458713]","[0.83669355, 0.82243517, 0.81451104, 0.69414576, 0.76966292]","[0.50211325, 0.12852925, 0.10278153, 0.1786718, 0.15429352]","[0.85509707, 0.65367903, 0.68046354, 0.66002351, 0.87303203]",weights,0.6425059893135883,0.7874896888306198,0.2132778731023731,0.7444590347292596,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",162.0790793895721,"[0.68684211, 0.66370158, 0.65700344, 0.54617647, 0.62959154]","[0.80141129, 0.82187148, 0.79810726, 0.73357228, 0.77247191]","[0.51898874, 0.12367753, 0.11123884, 0.1517084, 0.16232324]","[0.84326356, 0.66465172, 0.71216724, 0.73175937, 0.85832092]",weights,0.6366630270479494,0.7854868429606423,0.2135873489500667,0.7620325614961989,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",82.03206825256348,"[0.72222222, 0.62840746, 0.70895522, 0.53647059, 0.65956509]","[0.84979839, 0.76775648, 0.83533123, 0.73835125, 0.77022472]","[0.54410853, 0.1353586, 0.09946779, 0.13814471, 0.14625507]","[0.87549692, 0.60780126, 0.74086763, 0.76464573, 0.87994854]",weights,0.6511241169020214,0.7922924146974925,0.2126669411746978,0.7737520158580964,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",101.1407260894775,"[0.71666667, 0.68120516, 0.68140069, 0.54558824, 0.63781957]","[0.84274194, 0.80045096, 0.81451104, 0.7437276, 0.78595506]","[0.58221469, 0.11843549, 0.1054849, 0.13389383, 0.15702314]","[0.83243225, 0.66921658, 0.70807157, 0.83122057, 0.89036803]",weights,0.652536065356756,0.7974773179051553,0.2194104089912377,0.7862617996592991,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",85.02747583389282,"[0.72309942, 0.64505022, 0.69402985, 0.53205882, 0.64310902]","[0.84929435, 0.76775648, 0.81766562, 0.72102748, 0.77640449]","[0.60079682, 0.13103179, 0.10100009, 0.14171559, 0.14242167]","[0.87536482, 0.63790736, 0.72775214, 0.76500954, 0.88030006]",weights,0.6474694652280107,0.78642968519601,0.2233931926479975,0.7772667834074337,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",101.6880638599396,"[0.71783626, 0.67804878, 0.673938, 0.575, 0.62209815]","[0.84627016, 0.79537768, 0.79305994, 0.78494624, 0.72247191]","[0.58641722, 0.12516175, 0.11117744, 0.13551492, 0.16258131]","[0.87476315, 0.66772627, 0.69516134, 0.75852783, 0.85126309]",weights,0.6533842377572576,0.7884251844870329,0.2241705268902756,0.7694883351508072,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",97.42144894599915,"[0.69035088, 0.6527977, 0.6946039, 0.51558824, 0.63282398]","[0.82258065, 0.8167982, 0.80504732, 0.69832736, 0.76713483]","[0.34792316, 0.13991128, 0.12042676, 0.14908767, 0.18349341]","[0.86382218, 0.61041955, 0.66642273, 0.73910767, 0.85382324]",weights,0.6372329398672117,0.7819776702036977,0.1881684572292883,0.7467190741990282,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",121.8466680049896,"[0.68625731, 0.6625538, 0.69144661, 0.53176471, 0.60490743]","[0.84979839, 0.80383315, 0.83091483, 0.72879331, 0.69269663]","[0.43391631, 0.13927229, 0.12330051, 0.15345747, 0.19492128]","[0.8530047, 0.69896947, 0.67478219, 0.73564527, 0.81597559]",weights,0.63538597310748,0.7812072595362397,0.2089735730011238,0.7556754434794167,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",105.8998527526855,"[0.68567251, 0.66714491, 0.69603904, 0.51441176, 0.6450191]","[0.8266129, 0.80101466, 0.82397476, 0.68936679, 0.78146067]","[0.45419557, 0.13228792, 0.12048678, 0.15027838, 0.16342646]","[0.81666904, 0.63194716, 0.6732535, 0.755777, 0.85261775]",weights,0.6416574644907286,0.7844859566150673,0.2041350232327802,0.746052891087913,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",130.6148641109467,"[0.72953216, 0.66111908, 0.69288175, 0.52529412, 0.60711137]","[0.86693548, 0.80270575, 0.8170347, 0.72461171, 0.74494382]","[0.37876892, 0.13952976, 0.12612122, 0.15508405, 0.17573721]","[0.87677354, 0.6497013, 0.68363773, 0.73999348, 0.84983296]",weights,0.6431876961215791,0.7912462925223942,0.1950482310554216,0.7599878014732466,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",53.58518576622009,"[0.70350877, 0.66944046, 0.68025258, 0.56176471, 0.64663532]","[0.83165323, 0.80101466, 0.80757098, 0.77718041, 0.79101124]","[0.47209371, 0.13278857, 0.10555809, 0.13591556, 0.15220832]","[0.85051809, 0.62390839, 0.69088265, 0.84356408, 0.87719094]",weights,0.6523203683870425,0.801686100407292,0.1997128480585551,0.7772128284954379,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",68.21922659873962,"[0.69181287, 0.67517934, 0.67336395, 0.52382353, 0.67367029]","[0.83518145, 0.80777903, 0.79810726, 0.72520908, 0.78820225]","[0.4328014, 0.12861888, 0.1190865, 0.148049, 0.17234758]","[0.86555614, 0.67177061, 0.66485859, 0.74189244, 0.86510643]",weights,0.6475699950681328,0.7908958129623787,0.2001806716035007,0.7618368421645719,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",53.25010800361633,"[0.71871345, 0.68378766, 0.68541906, 0.55764706, 0.65310021]","[0.8734879, 0.79706877, 0.81072555, 0.75268817, 0.76095506]","[0.45435533, 0.12720386, 0.10834314, 0.14088407, 0.15059724]","[0.88563895, 0.66841508, 0.71559855, 0.79275944, 0.87646441]",weights,0.6597334869552384,0.7989850909275471,0.1962767273256433,0.7877752854533535,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",70.8436267375946,"[0.70555556, 0.66284075, 0.69029851, 0.53, 0.63238319]","[0.85685484, 0.8167982, 0.82649842, 0.73357228, 0.74044944]","[0.51370325, 0.12965699, 0.10330724, 0.1468732, 0.15060477]","[0.87640881, 0.62884345, 0.69811897, 0.74716919, 0.8716102]",weights,0.6442156000749109,0.7948346355502183,0.2088290886959024,0.7644301260948245,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'weights', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",98.14080739021301,"[0.71315789, 0.6579627, 0.69001148, 0.52205882, 0.63179547]","[0.84929435, 0.76719278, 0.80757098, 0.70728793, 0.77247191]","[0.49228358, 0.14183091, 0.10760938, 0.14439416, 0.13635927]","[0.45926658, 0.40212879, 0.47265677, 0.41941435, 0.81294318]",weights,0.6429972742355589,0.7807635921261706,0.2044954590040368,0.5132819358844737,PBC\1911_leaf_models_table_PBC_full.xlsx
